key,project,issuetype,resolution,priority,created,resolutiondate,summary,category,spec_areas,is_nonconformance,mentions_other_driver,preventable_by_yaml_test,confidence,rationale,components,labels,fix_versions,links,url
PYTHON-4265,PYTHON,Improvement,Fixed,Major - P3,2024-03-08,2024-03-27,"Rename OIDC property ""PROVIDER_NAME"" and config values",not_relevant,auth|auth-oidc,False,True,False,medium,"Rename OIDC property ""PROVIDER_NAME"" and config values",Authentication,spec-compliance,4.7,Duplicate:MOTOR-1274|Issue split:DRIVERS-2856,https://jira.mongodb.org/browse/PYTHON-4265
PYTHON-4301,PYTHON,Bug,Fixed,Unknown,2024-03-26,2024-03-27,MONGODB-AWS credential caching no longer works,not_relevant,auth|auth-aws,False,True,False,medium,MONGODB-AWS credential caching no longer works,,,4.7,,https://jira.mongodb.org/browse/PYTHON-4301
PYTHON-4300,PYTHON,Bug,Fixed,Unknown,2024-03-26,2024-04-01,list_search_indexes does not forward comment argument,not_relevant,cursors|index-management|sessions|wire-protocol,False,False,False,medium,list_search_indexes does not forward comment argument,,,4.7,,https://jira.mongodb.org/browse/PYTHON-4300
PYTHON-4305,PYTHON,Bug,Fixed,Unknown,2024-03-27,2024-04-01,Out-of-bounds read when decoding invalid bson,not_relevant,bson,False,True,False,medium,Out-of-bounds read when decoding invalid bson,,,4.7|4.6.3,Related:CLOUDP-319825|Related:PYTHON-4323|Related:CVE-99|Related:SECBUG-231,https://jira.mongodb.org/browse/PYTHON-4305
PYTHON-4037,PYTHON,Bug,Fixed,Unknown,2023-11-08,2024-04-03,Avoid Appending Write/Read Concern in Atlas Search Index Helper Commands,not_relevant,index-management|read-concern|wire-protocol,False,True,False,medium,Avoid Appending Write/Read Concern in Atlas Search Index Helper Commands,Index Management,,4.7,Issue split:DRIVERS-2761,https://jira.mongodb.org/browse/PYTHON-4037
PYTHON-3664,PYTHON,Improvement,Fixed,Unknown,2023-04-12,2024-04-03,OIDC: Automatic token acquisition for GCP Identity Provider,not_relevant,auth|auth-oidc,False,True,False,medium,OIDC: Automatic token acquisition for GCP Identity Provider,,,4.7,Duplicate:MOTOR-1116|Issue split:DOCSP-39671|Issue split:DRIVERS-2601,https://jira.mongodb.org/browse/PYTHON-3664
PYTHON-3416,PYTHON,Bug,Fixed,Minor - P4,2022-08-30,2024-04-05,Mongos SRV Poller shouldn't start until 60 seconds after the client is first created,not_relevant,dns-seedlist|sdam,False,True,False,medium,Mongos SRV Poller shouldn't start until 60 seconds after the client is first created,,,4.7,Related:DRIVERS-2526|Related:HELP-36687,https://jira.mongodb.org/browse/PYTHON-3416
PYTHON-4256,PYTHON,Bug,Fixed,Unknown,2024-03-05,2024-04-10,OIDC Spec Cleanup,driver_spec_nonconformance,auth|auth-oidc,True,True,True,high,OIDC Spec Cleanup,Authentication,spec-compliance,4.7,Duplicate:MOTOR-1273|Issue split:DRIVERS-2836|Related:PYTHON-4413,https://jira.mongodb.org/browse/PYTHON-4256
PYTHON-4322,PYTHON,Improvement,Fixed,Unknown,2024-04-01,2024-04-11,Fix racy unified tests of unacknowledged writes,not_relevant,,False,True,False,medium,Fix racy unified tests of unacknowledged writes,CRUD,spec-compliance,4.7,Duplicate:MOTOR-1290|Issue split:DRIVERS-2877,https://jira.mongodb.org/browse/PYTHON-4322
PYTHON-4298,PYTHON,Bug,Fixed,Unknown,2024-03-26,2024-04-16,Raise informative error when server_description.round_trip_time is None in server selection,not_relevant,crud|cursors|sdam|server-selection,False,True,False,medium,Raise informative error when server_description.round_trip_time is None in server selection,,,4.7,Fix:PYTHON-1271|Related:PYTHON-4600,https://jira.mongodb.org/browse/PYTHON-4298
PYTHON-4348,PYTHON,Bug,Fixed,Unknown,2024-04-09,2024-04-16,MongoClient opened before fork warning is never raised,not_relevant,sdam,False,True,False,medium,MongoClient opened before fork warning is never raised,,,4.7,Problem/Incident:PYTHON-2484,https://jira.mongodb.org/browse/PYTHON-4348
PYTHON-2048,PYTHON,Bug,Fixed,Minor - P4,2019-11-12,2024-04-17,Raise an actionable error message when bulk_write/insert_many retryWrites fails due to using an unsupported storage engine or standalone,not_relevant,crud|sessions|wire-protocol,False,True,False,medium,Raise an actionable error message when bulk_write/insert_many retryWrites fails due to using an unsu,API|Spec Comp,neweng,4.7,Depends:DRIVERS-699|Related:PYTHON-1934|Related:SERVER-44591,https://jira.mongodb.org/browse/PYTHON-2048
PYTHON-4227,PYTHON,Improvement,Fixed,Unknown,2024-02-22,2024-04-24,Gossip cluster time from internal MongoClient to session entities,not_relevant,sessions,False,True,False,medium,Gossip cluster time from internal MongoClient to session entities,Unified Test Runner,,4.7,Depends:PYTHON-4303|Duplicate:MOTOR-1261|Fix:PYTHON-4182|Issue split:DRIVERS-2816|Related:PYTHON-4303,https://jira.mongodb.org/browse/PYTHON-4227
PYTHON-3601,PYTHON,Improvement,Fixed,Unknown,2023-02-14,2024-04-24,OIDC: Add Documentation Examples,not_relevant,auth|auth-oidc,False,True,False,medium,OIDC: Add Documentation Examples,,,4.7,Documented:DOCSP-38785|Duplicate:PYTHON-4220|Duplicate:MOTOR-1097|Issue split:DRIVERS-2550|Related:PYTHON-4412,https://jira.mongodb.org/browse/PYTHON-3601
PYTHON-4407,PYTHON,Bug,Fixed,Major - P3,2024-04-26,2024-04-26,Issue loading the dns.resolver module with pymongo 4.7.0,not_relevant,connection-string|crud|sdam,False,True,False,medium,Issue loading the dns.resolver module with pymongo 4.7.0,,,4.7.1,Duplicate:PYTHON-4415|Duplicate:PYTHON-4416|Related:PYTHON-4455,https://jira.mongodb.org/browse/PYTHON-4407
PYTHON-4424,PYTHON,Bug,Fixed,Unknown,2024-05-01,2024-05-03,Failure releated to compiled lazy import,not_relevant,connection-string|crud|sdam,False,True,False,medium,Failure releated to compiled lazy import,,,4.7.2,Problem/Incident:PYTHON-4260,https://jira.mongodb.org/browse/PYTHON-4424
PYTHON-4222,PYTHON,Improvement,Done,Unknown,2024-02-21,2024-05-14,"[langchain] Increase DEFAULT_INSERT_BATCH_SIZE to 100,000",not_relevant,crud,False,True,False,medium,"[langchain] Increase DEFAULT_INSERT_BATCH_SIZE to 100,000",,,,Related:INTPYTHON-372,https://jira.mongodb.org/browse/PYTHON-4222
PYTHON-4452,PYTHON,Bug,Fixed,Unknown,2024-05-22,2024-05-28,[pymongocrypt] Cannot build sdist with Setuptools 70.0,driver_spec_nonconformance,,True,True,True,high,[pymongocrypt] Cannot build sdist with Setuptools 70.0,pymongocrypt,,pymongocrypt-1.9.2,Fix:CLOUDP-250381,https://jira.mongodb.org/browse/PYTHON-4452
PYTHON-4455,PYTHON,Bug,Fixed,Major - P3,2024-05-23,2024-05-30,Pymongo import is extremely slow on windows,not_relevant,,False,True,False,medium,Pymongo import is extremely slow on windows,,,4.7.3,Related:PYTHON-4407|Related:PYTHON-4260|Related:PYTHON-4977,https://jira.mongodb.org/browse/PYTHON-4455
PYTHON-4473,PYTHON,Improvement,Fixed,Unknown,2024-05-31,2024-06-01,Optimize find/aggregate/command by avoiding duplicate calls to _get_topology,not_relevant,crud|sdam|wire-protocol,False,True,False,medium,Optimize find/aggregate/command by avoiding duplicate calls to _get_topology,,,4.8|4.7.3,Related:PERF-5334|Related:PYTHON-4347|Related:PYTHON-4481|Related:PERF-5528,https://jira.mongodb.org/browse/PYTHON-4473
PYTHON-4441,PYTHON,Bug,Fixed,Unknown,2024-05-09,2024-06-03,Lazy loading modules is not thread-safe,not_relevant,,False,False,False,medium,Lazy loading modules is not thread-safe,,,4.7.3,Related:PYTHON-4469,https://jira.mongodb.org/browse/PYTHON-4441
PYTHON-4454,PYTHON,Bug,Done,Minor - P4,2024-05-22,2024-06-05,[farmgen] Remove `tailwind` dependency,not_relevant,connection-string|sdam,False,True,False,medium,[farmgen] Remove `tailwind` dependency,,,,,https://jira.mongodb.org/browse/PYTHON-4454
PYTHON-4463,PYTHON,Bug,Fixed,Major - P3,2024-05-29,2024-06-05,Disallow comma character in authMechanismProperties connection string value,not_relevant,connection-string,False,True,False,medium,Disallow comma character in authMechanismProperties connection string value,Authentication,spec-compliance,4.9.1,Documented:DOCSP-40004|Duplicate:MOTOR-1321|Issue split:DRIVERS-2915,https://jira.mongodb.org/browse/PYTHON-4463
PYTHON-4468,PYTHON,Improvement,Fixed,Minor - P4,2024-05-30,2024-06-10,Don't Print the value of senstive subtype bytes in the repr,not_relevant,bson,False,True,False,medium,Don't Print the value of senstive subtype bytes in the repr,BSON,,4.8,,https://jira.mongodb.org/browse/PYTHON-4468
PYTHON-4482,PYTHON,Improvement,Fixed,Unknown,2024-06-06,2024-06-12,Improve performance of session pool,not_relevant,sdam|sessions,False,True,False,medium,Improve performance of session pool,,,4.8,Related:PERF-5658,https://jira.mongodb.org/browse/PYTHON-4482
PYTHON-4492,PYTHON,Improvement,Fixed,Unknown,2024-06-11,2024-06-12,Fallback to stdlib ssl when pyopenssl import fails with AttributeError,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,,,4.8,Related:PYTHON-4491,https://jira.mongodb.org/browse/PYTHON-4492
PYTHON-4347,PYTHON,Improvement,Fixed,Unknown,2024-04-09,2024-06-12,Optimize MongoClient._get_topology,not_relevant,,False,True,False,medium,"Performance optimization only, not spec conformance.",,,4.8,Related:PERF-5334|Related:PYTHON-2463|Related:PYTHON-4481|Related:PERF-5658|Related:PYTHON-4325|Related:PYTHON-4473,https://jira.mongodb.org/browse/PYTHON-4347
PYTHON-4449,PYTHON,Bug,Fixed,Minor - P4,2024-05-15,2024-06-24,startAtOperationTime and resumeToken violation during automatic retry,cross_driver_inconsistency,change-streams,False,True,False,medium,,,,4.8,,https://jira.mongodb.org/browse/PYTHON-4449
PYTHON-4499,PYTHON,Bug,Fixed,Unknown,2024-06-13,2024-06-25,pymongo.connection logs appears only if ConnectionPoolListener instance is registered,cross_driver_inconsistency,sdam|cmap,False,True,False,medium,,Logging,,4.8,,https://jira.mongodb.org/browse/PYTHON-4499
PYTHON-2194,PYTHON,Improvement,Fixed,Major - P3,2020-04-10,2024-06-26,Sign Driver releases,not_relevant,auth|crud,False,True,False,medium,,Spec Comp,,4.8,Depends:PYTHON-1631|Depends:DEVPROD-6704|Depends:WRITING-15900|Related:DEVPROD-34|Related:BUILD-11534,https://jira.mongodb.org/browse/PYTHON-2194
PYTHON-4532,PYTHON,Bug,Fixed,Unknown,2024-06-27,2024-06-28,Docs pages for unasync generated modules are blank,not_relevant,,False,True,False,medium,Documentation or comment improvements.,,,4.9,Problem/Incident:PYTHON-4264,https://jira.mongodb.org/browse/PYTHON-4532
PYTHON-2052,PYTHON,Bug,Fixed,Minor - P4,2019-11-13,2024-07-01,PyMongo does not truncate client metadata document to 512 bytes,not_relevant,,False,True,False,medium,Documentation or comment improvements.,,neweng,4.9,Related:PYTHON-1564|Related:PYTHON-2057|Related:PYTHON-4036|Related:PYTHON-3464,https://jira.mongodb.org/browse/PYTHON-2052
PYTHON-4539,PYTHON,Bug,Done,Major - P3,2024-07-05,2024-07-22,Async pymongo fails with SSLContext object has no attribute a_wrap_socket,cross_driver_inconsistency,sdam,False,True,False,medium,,,,,Related:PYTHON-4493|Related:PYTHON-4611,https://jira.mongodb.org/browse/PYTHON-4539
PYTHON-4565,PYTHON,Improvement,Done,Unknown,2024-07-22,2024-07-23,Use pytest markers for test suite configuration,not_relevant,,False,False,False,medium,Does not match spec areas or other relevant categories.,,,,Problem/Incident:PYTHON-4769|Problem/Incident:PYTHON-4613,https://jira.mongodb.org/browse/PYTHON-4565
PYTHON-1374,PYTHON,Improvement,Fixed,Major - P3,2017-09-17,2024-07-30,Optimize json_util performance,not_relevant,,False,True,False,medium,"Performance optimization only, not spec conformance.",JSON|Performance,,4.7,Depends:PYTHON-3835|Related:PYTHON-3113|Related:PYTHON-3457|Related:PYTHON-4593|Related:PYTHON-4125|Related:PYTHON-3395|Related:PYTHON-4143|Related:PYTHON-4144|Related:PYTHON-4179|Related:PYTHON-4204,https://jira.mongodb.org/browse/PYTHON-1374
PYTHON-4549,PYTHON,Improvement,Done,Unknown,2024-07-10,2024-07-30,Optimize Cursor.to_list,not_relevant,,False,False,False,medium,"Performance optimization only, not spec conformance.",,,,Problem/Incident:PYTHON-4610|Problem/Incident:PYTHON-4617|Related:PYTHON-3079,https://jira.mongodb.org/browse/PYTHON-4549
PYTHON-4588,PYTHON,Bug,Fixed,Unknown,2024-07-29,2024-07-31,"Connection string parser allows invalid passwords, prints passwords",cross_driver_inconsistency,sdam|cmap|connection-string,False,True,False,medium,,,,4.9,Related:JAVA-5560|Related:DRIVERS-2950|Related:PYTHON-3251,https://jira.mongodb.org/browse/PYTHON-4588
PYTHON-4240,PYTHON,Improvement,Fixed,Unknown,2024-02-27,2024-07-31,Update test definition in Client-Side encryption tests,not_relevant,crud|csfle,False,True,False,medium,,CSOT,spec-compliance,4.9,Duplicate:MOTOR-1263|Duplicate:PYTHON-4559|Duplicate:PYTHON-4570|Issue split:DRIVERS-2847,https://jira.mongodb.org/browse/PYTHON-4240
PYTHON-4478,PYTHON,Improvement,Fixed,Unknown,2024-06-05,2024-08-01,Use single mongos in racy unacknowledged write tests ,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,Command Logging and Monitoring,spec-compliance,4.9,Duplicate:MOTOR-1324|Issue split:DRIVERS-2921,https://jira.mongodb.org/browse/PYTHON-4478
PYTHON-4600,PYTHON,Bug,Fixed,Major - P3,2024-07-31,2024-08-02,bugfix: handle round trip time being negative because time.monotonic() is not monotonic #1758,driver_spec_nonconformance,crud,True,True,True,medium,,,,4.9,Related:PYTHON-1271|Related:PYTHON-4298|Related:PYTHON-3616,https://jira.mongodb.org/browse/PYTHON-4600
PYTHON-4611,PYTHON,Improvement,Fixed,Unknown,2024-08-03,2024-08-06,cryptography deprecation: Properties that return a naïve datetime object have been deprecated. Please switch to this_update_utc,not_relevant,auth|crud,False,True,False,medium,,,,4.9,Duplicate:PYTHON-4658|Related:PYTHON-4539|Related:SERVER-93552|Related:SERVER-93544,https://jira.mongodb.org/browse/PYTHON-4611
PYTHON-4379,PYTHON,Improvement,Fixed,Minor - P4,2024-04-19,2024-08-08,Test that durations are included on relevant pool events,not_relevant,cmap,False,True,False,medium,,CMAP,spec-compliance,4.9,Duplicate:MOTOR-1300|Issue split:DRIVERS-2900,https://jira.mongodb.org/browse/PYTHON-4379
PYTHON-4640,PYTHON,Bug,Fixed,Unknown,2024-08-08,2024-08-09,ObjectID computation is inefficient when used in a multi-threaded environment,cross_driver_inconsistency,sdam|cmap|crud,False,True,False,medium,,Python Support,python,4.9,,https://jira.mongodb.org/browse/PYTHON-4640
PYTHON-4660,PYTHON,Bug,Fixed,Unknown,2024-08-13,2024-08-15,bulk_write fails with AttributeError when a batch fails with InvalidBSON,driver_spec_nonconformance,bson|cmap|auth|crud|sessions|transactions|retryable-writes|write-concern,True,True,True,medium,,,,4.9,Problem/Incident:PYTHON-4550,https://jira.mongodb.org/browse/PYTHON-4660
PYTHON-4648,PYTHON,Bug,Fixed,Unknown,2024-08-09,2024-08-19,Async is broken on Windows,driver_spec_nonconformance,bson|cmap|auth|sessions|retryable-writes|read-concern|write-concern|compression,True,True,True,medium,,,,4.9,Related:PYTHON-4537,https://jira.mongodb.org/browse/PYTHON-4648
PYTHON-4666,PYTHON,Bug,Fixed,Minor - P4,2024-08-16,2024-08-19,client.bulk_write does not properly check for large documents,not_relevant,,False,True,False,medium,Documentation or comment improvements.,,,4.9,,https://jira.mongodb.org/browse/PYTHON-4666
PYTHON-4670,PYTHON,Bug,Fixed,Unknown,2024-08-19,2024-08-20,[pymongocrypt] Fix bug in async state machine,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,pymongocrypt,,pymongocrypt-1.11.0,,https://jira.mongodb.org/browse/PYTHON-4670
PYTHON-4668,PYTHON,Improvement,Done,Unknown,2024-08-16,2024-08-21,Improve performance of client.bulk_write,not_relevant,,False,True,False,medium,"Performance optimization only, not spec conformance.",,,4.9,Related:PYTHON-4596|Related:PYTHON-4591|Related:PYTHON-4578|Related:PYTHON-4591,https://jira.mongodb.org/browse/PYTHON-4668
PYTHON-4690,PYTHON,Improvement,Fixed,Major - P3,2024-08-22,2024-08-23,Add repr support to bson.tz_util.FixedOffset,not_relevant,bson,False,False,False,medium,,,,4.9,Related:PYTHON-4663,https://jira.mongodb.org/browse/PYTHON-4690
PYTHON-4672,PYTHON,Bug,Fixed,Major - P3,2024-08-19,2024-08-23,Clarify Reauthentication and Speculative Authentication combination behavior,cross_driver_inconsistency,auth,False,True,False,medium,,Authentication,spec-compliance,4.9,Issue split:DRIVERS-2960,https://jira.mongodb.org/browse/PYTHON-4672
PYTHON-4691,PYTHON,Bug,Fixed,Unknown,2024-08-22,2024-08-28,non-UTC timezones break DATETIME_CLAMP/DATETIME_AUTO,cross_driver_inconsistency,bson,False,True,False,medium,,,,4.9,Related:PYTHON-4663,https://jira.mongodb.org/browse/PYTHON-4691
PYTHON-4663,PYTHON,Bug,Fixed,Minor - P4,2024-08-14,2024-08-28,dateutil timezones do not work with DATETIME_CLAMP/DATETIME_AUTO,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,,,4.9,Related:PYTHON-4691|Related:PYTHON-4690,https://jira.mongodb.org/browse/PYTHON-4663
PYTHON-4667,PYTHON,Bug,Fixed,Unknown,2024-08-16,2024-09-05,client.bulk_write does not handle $clusterTime from error responses,avoidable_by_spec_conformance,crud|sessions,False,False,unsure,medium,,,,4.9,,https://jira.mongodb.org/browse/PYTHON-4667
PYTHON-4730,PYTHON,Bug,Fixed,Unknown,2024-09-04,2024-09-05,Failing Async Bulk Tests,cross_driver_inconsistency,cmap|auth,False,True,False,medium,,,,4.9,Problem/Incident:PYTHON-4704,https://jira.mongodb.org/browse/PYTHON-4730
PYTHON-4695,PYTHON,Bug,Fixed,Unknown,2024-08-26,2024-09-06,Fix test event loop policy and improve error traceback for ClientBulkWriteException,cross_driver_inconsistency,bson|sdam|cmap|auth|crud,False,True,False,medium,,,,4.9,Cloners:PYTHON-4692,https://jira.mongodb.org/browse/PYTHON-4695
PYTHON-4703,PYTHON,Improvement,Fixed,Unknown,2024-08-29,2024-09-06,MongoClient should default to connect=False on FaaS environments,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,,,4.9,Related:PYTHON-4699|Related:PYTHON-4702,https://jira.mongodb.org/browse/PYTHON-4703
PYTHON-4279,PYTHON,Improvement,Fixed,Major - P3,2024-03-14,2024-09-09,Ensure openssl legacy unsafe renegotiation can be configured via the MongoClient,not_relevant,,False,True,False,medium,Does not match spec areas or other relevant categories.,,spec-compliance,4.9,Documented:DOCSP-43384|Duplicate:MOTOR-1280|Issue split:DRIVERS-2823,https://jira.mongodb.org/browse/PYTHON-4279
